"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","LastBadPasswordAttempt","PasswordExpired","PasswordLastSet","PasswordNeverExpires","PasswordNotRequired","DistinguishedName"
"ITSWEB-TCAGENT1$","ITSWEB-TCAGENT1","4/5/2017 10:47:48 AM","11/17/2021 2:47:41 PM",,"False","11/9/2021 3:30:54 PM","False","False","CN=ITSWEB-TCAGENT1,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-VLEWIS$","ITSWEB-VLEWIS","8/24/2015 12:12:04 PM","11/18/2021 12:15:32 PM","6/10/2021 11:07:33 PM","False","11/18/2021 12:15:20 PM","False","False","CN=ITSWEB-VLEWIS,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUF1Y3JK1$","CWVUF1Y3JK1","1/4/2010 11:09:48 AM","10/13/2021 10:43:06 AM",,"False","1/18/2018 9:07:47 AM","False","False","CN=CWVUF1Y3JK1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM4875$","HSBIOCHEM4875","4/5/2017 1:39:39 PM","8/3/2021 6:11:09 PM",,"False","8/3/2021 6:11:06 PM","False","False","CN=HSBIOCHEM4875,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPBBEC$","HSSOPBBEC","4/5/2017 1:46:18 PM","11/17/2021 7:35:02 AM",,"False","11/16/2021 3:04:16 AM","False","False","CN=HSSOPBBEC,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITDSS9ED6$","HSITDSS9ED6","4/3/2017 9:24:34 AM","3/10/2020 8:22:09 AM",,"False","3/10/2020 8:22:09 AM","False","False","CN=HSITDSS9ED6,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFSAP0E52$","HSFSAP0E52","4/5/2017 3:24:09 PM","10/3/2021 6:20:31 PM",,"False","9/28/2021 5:51:08 PM","False","False","CN=HSFSAP0E52,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW16024$","SDW16024","1/5/2017 11:08:59 AM","11/17/2021 2:42:11 AM","4/13/2020 8:47:14 AM","False","11/17/2021 2:41:55 AM","False","False","CN=SDW16024,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP7CE6$","HSSOP7CE6","4/6/2017 8:42:00 AM","11/19/2021 9:28:55 AM",,"False","11/19/2021 9:28:46 AM","False","False","CN=HSSOP7CE6,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DESKTOP-NDBAUEM$","DESKTOP-NDBAUEM","4/5/2017 3:19:06 PM","10/13/2021 10:43:36 AM",,"False","4/5/2017 3:19:06 PM","False","False","CN=DESKTOP-NDBAUEM,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD77HLS1$","CWVUD77HLS1","6/25/2012 9:04:44 AM","10/13/2021 10:43:06 AM",,"False","5/14/2018 4:00:21 AM","False","False","CN=CWVUD77HLS1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DESKTOP-4V5H09K$","DESKTOP-4V5H09K","4/6/2017 12:38:45 PM","10/13/2021 10:43:36 AM",,"False","9/20/2019 8:27:16 AM","False","False","CN=DESKTOP-4V5H09K,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXCHD$","HSEXCHD","1/7/2015 8:41:59 AM","3/10/2021 2:01:59 PM",,"False","3/27/2017 4:21:46 PM","False","False","CN=HSEXCHD,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSENTC508$","HSENTC508","3/30/2017 10:30:18 AM","10/13/2021 10:46:21 AM",,"False","10/6/2019 4:17:20 PM","False","False","CN=HSENTC508,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU1V7W6V1$","CWVU1V7W6V1","7/27/2012 3:39:39 PM","10/26/2021 11:55:14 AM",,"False","7/15/2021 10:44:24 PM","False","False","CN=CWVU1V7W6V1,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62187$","H62187","4/7/2017 11:42:58 AM","11/21/2021 2:55:34 PM",,"False","11/11/2021 11:49:06 AM","False","False","CN=H62187,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62172$","H62172","4/7/2017 11:39:49 AM","7/3/2021 8:41:26 AM",,"False","6/21/2021 5:26:32 AM","False","False","CN=H62172,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSID43B$","HSCTSID43B","4/7/2017 8:16:57 AM","10/13/2021 10:46:05 AM",,"False","4/7/2017 8:16:57 AM","False","False","CN=HSCTSID43B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSID5E8$","HSCTSID5E8","4/7/2017 8:16:45 AM","10/13/2021 10:46:05 AM",,"False","4/7/2017 8:16:45 AM","False","False","CN=HSCTSID5E8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSID463$","HSCTSID463","4/7/2017 8:33:48 AM","10/13/2021 10:46:05 AM",,"False","4/7/2017 8:33:48 AM","False","False","CN=HSCTSID463,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSID4E0$","HSCTSID4E0","4/7/2017 8:15:23 AM","10/13/2021 10:46:05 AM",,"False","4/7/2017 8:15:23 AM","False","False","CN=HSCTSID4E0,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62157$","H62157","4/7/2017 1:00:26 PM","10/13/2021 10:44:11 AM",,"False","4/18/2017 10:45:55 AM","False","False","CN=H62157,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU7GT6N22$","CWVU7GT6N22","1/12/2016 9:01:46 AM","10/13/2021 10:42:51 AM",,"False","3/19/2017 6:39:12 AM","False","False","CN=CWVU7GT6N22,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUDXDNP22$","CWVUDXDNP22","11/12/2014 9:43:31 AM","11/16/2021 8:24:02 AM",,"False","11/4/2021 9:00:03 AM","False","False","CN=CWVUDXDNP22,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BCACWVU6ZXXZ12$","BCACWVU6ZXXZ12","9/9/2014 4:39:01 PM","4/9/2020 11:58:03 AM",,"False","4/9/2020 11:41:31 AM","False","False","CN=BCACWVU6ZXXZ12,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62185$","H62185","4/10/2017 10:59:24 AM","11/19/2021 11:34:45 AM",,"False","10/29/2021 4:52:10 PM","False","False","CN=H62185,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62179$","H62179","4/10/2017 10:55:02 AM","11/16/2021 4:14:47 AM",,"False","11/7/2021 3:08:05 PM","False","False","CN=H62179,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62180$","H62180","4/10/2017 11:04:49 AM","7/13/2021 8:03:51 AM",,"False","7/13/2021 8:03:28 AM","False","False","CN=H62180,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62186$","H62186","4/10/2017 11:08:59 AM","2/25/2020 8:43:15 PM",,"False","2/16/2020 12:38:22 PM","False","False","CN=H62186,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62188$","H62188","4/11/2017 11:11:13 AM","11/21/2021 9:36:09 AM",,"False","10/30/2021 4:33:15 PM","False","False","CN=H62188,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONA869$","HSSONA869","11/5/2015 2:57:53 PM","10/13/2021 10:49:37 AM",,"False","2/14/2018 8:38:31 AM","False","False","CN=HSSONA869,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62276$","H62276","3/22/2017 9:05:48 AM","11/21/2021 5:37:42 PM","5/18/2021 5:49:57 PM","False","11/15/2021 3:01:07 PM","False","False","CN=H62276,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU5PLLYQ1$","CWVU5PLLYQ1","8/3/2012 1:26:10 PM","10/13/2021 10:42:51 AM",,"False","4/8/2017 11:39:42 PM","False","False","CN=CWVU5PLLYQ1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBPS7C90$","HSBPS7C90","4/11/2017 1:53:42 PM","2/17/2020 2:50:58 PM",,"False","1/31/2020 8:48:36 AM","False","False","CN=HSBPS7C90,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDA490$","HSBMEDA490","4/12/2017 12:26:57 PM","2/20/2020 9:02:43 AM",,"False","11/18/2019 1:38:55 PM","False","False","CN=HSBMEDA490,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-931E$","HS-SPH-931E","9/26/2013 8:54:26 AM","10/13/2021 10:50:10 AM",,"False","5/25/2017 6:19:08 AM","False","False","CN=HS-SPH-931E,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57337$","H57337","4/12/2017 3:13:08 PM","11/15/2021 12:46:12 AM",,"False","10/30/2021 6:01:45 PM","False","False","CN=H57337,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUSS02$","CWVUSS02","3/11/2016 3:27:48 PM","9/22/2021 12:22:21 PM",,"False","9/22/2021 11:31:55 AM","False","False","CN=CWVUSS02,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED67EA$","HSCED67EA","3/16/2017 12:48:21 PM","11/2/2020 7:39:26 AM",,"False","6/15/2020 4:53:08 PM","False","False","CN=HSCED67EA,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON8637$","HSSON8637","4/12/2017 5:05:49 PM","8/27/2020 1:54:16 PM","8/27/2020 1:54:12 PM","False","8/27/2020 1:54:11 PM","False","False","CN=HSSON8637,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000034$","HSSPH0000034","4/12/2017 4:32:02 PM","11/8/2021 2:03:37 PM","7/6/2021 10:11:06 AM","False","11/8/2021 11:36:52 AM","False","False","CN=HSSPH0000034,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRODBLAB2$","HSMICRODBLAB2","4/12/2017 3:07:05 PM","9/8/2021 12:17:31 PM",,"False","9/8/2021 11:09:07 AM","False","False","CN=HSMICRODBLAB2,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCMALAB12$","MBRCCMALAB12","4/7/2015 7:44:37 AM","10/13/2021 10:51:45 AM",,"False","4/14/2017 7:31:35 AM","False","False","CN=MBRCCMALAB12,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-OBGYN-950D$","HS-OBGYN-950D","4/13/2017 2:40:28 PM","10/13/2021 10:47:55 AM",,"False","4/13/2017 2:40:28 PM","False","False","CN=HS-OBGYN-950D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESGRADE21A$","HSRESGRADE21A","4/13/2017 3:43:33 PM","11/20/2021 4:37:58 PM",,"False","11/1/2021 4:06:33 AM","False","False","CN=HSRESGRADE21A,OU=ResGrad,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUHK5MGX1$","CWVUHK5MGX1","6/19/2013 2:18:32 PM","11/19/2021 4:57:30 AM",,"False","11/13/2021 5:42:23 PM","False","False","CN=CWVUHK5MGX1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUBH3GJ02$","CWVUBH3GJ02","3/21/2014 3:15:02 PM","11/15/2021 7:31:58 PM",,"False","11/9/2021 8:52:06 AM","False","False","CN=CWVUBH3GJ02,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SYSSCRIPT4$","SYSSCRIPT4","3/29/2017 10:12:11 AM","11/17/2021 10:49:26 PM",,"False","11/10/2021 5:43:55 AM","False","False","CN=SYSSCRIPT4,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FUSION$","FUSION","5/12/2016 10:35:28 AM","3/10/2021 2:01:57 PM",,"False","10/15/2017 10:38:30 AM","False","False","CN=FUSION,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPAPP2013$","HSSPAPP2013","3/24/2016 10:10:15 AM","3/10/2021 2:02:01 PM",,"False","6/2/2019 6:19:24 AM","False","False","CN=HSSPAPP2013,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSRMD1$","HSSRMD1","6/10/2014 11:23:51 AM","11/17/2021 4:14:24 PM",,"False","11/2/2021 8:41:24 AM","False","False","CN=HSSRMD1,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSQL2012$","HSSQL2012","5/11/2015 4:35:56 PM","11/15/2021 4:03:19 AM",,"False","10/26/2021 9:35:21 PM","False","False","CN=HSSQL2012,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ADFS3$","ADFS3","11/13/2014 12:19:17 PM","3/10/2021 2:01:54 PM",,"False","8/21/2019 10:49:27 PM","False","False","CN=ADFS3,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPN2$","HSSPN2","11/3/2011 11:23:52 AM","11/12/2021 7:47:15 AM",,"False","10/25/2021 5:53:28 AM","False","False","CN=HSSPN2,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CLASSFILES$","CLASSFILES","3/11/2015 10:46:38 AM","11/21/2021 3:12:18 AM",,"False","10/25/2021 6:32:08 AM","False","False","CN=CLASSFILES,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPN2013$","HSSPN2013","3/24/2016 10:12:16 AM","3/21/2021 12:45:05 PM",,"False","3/8/2021 4:55:18 PM","False","False","CN=HSSPN2013,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AMCAS$","AMCAS","3/26/2012 3:07:46 PM","3/10/2021 2:01:54 PM",,"False","12/24/2020 7:00:20 PM","False","False","CN=AMCAS,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-IRIS$","HS-IRIS","11/14/2013 12:16:56 PM","11/16/2021 1:06:02 AM",,"False","11/7/2021 3:53:05 PM","False","False","CN=HS-IRIS,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCPRC-VAISALA$","WVUCPRC-VAISALA","3/24/2017 8:39:05 AM","3/10/2021 2:02:08 PM",,"False","12/28/2018 9:57:41 PM","False","False","CN=WVUCPRC-VAISALA,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSMTP$","HSSMTP","12/3/2013 10:17:33 AM","11/11/2021 11:26:30 PM","5/17/2021 7:27:30 AM","False","10/28/2021 4:44:32 AM","False","False","CN=HSSMTP,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSQL2$","HSSQL2","2/9/2011 10:40:46 AM","11/19/2021 2:50:23 PM",,"False","11/2/2021 10:38:01 AM","False","False","CN=HSSQL2,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-KEYS$","HS-KEYS","7/8/2016 4:08:53 PM","11/21/2021 2:59:34 PM",,"False","11/2/2021 11:55:57 PM","False","False","CN=HS-KEYS,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MBAM$","HS-MBAM","1/26/2016 1:12:41 PM","11/11/2021 10:03:01 PM",,"False","11/11/2021 10:03:01 PM","False","False","CN=HS-MBAM,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFTP$","HSFTP","9/26/2013 10:43:20 AM","11/20/2021 11:33:18 PM",,"False","11/9/2021 10:41:25 PM","False","False","CN=HSFTP,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-FP$","HS-FP","9/11/2014 3:21:59 PM","3/10/2021 2:01:59 PM",,"False","8/6/2018 8:44:39 PM","False","False","CN=HS-FP,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSUPDATE$","HSUPDATE","3/5/2013 10:46:55 AM","4/30/2021 2:09:40 AM",,"False","4/24/2021 8:30:49 AM","False","False","CN=HSUPDATE,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPSQLTEST$","SPSQLTEST","3/7/2013 9:41:40 AM","3/10/2021 2:02:07 PM","4/6/2020 8:33:04 PM","False","2/5/2016 5:20:36 AM","False","False","CN=SPSQLTEST,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHYPERV$","HSHYPERV","12/16/2016 4:10:30 PM","11/21/2021 9:42:02 AM",,"False","10/25/2021 4:21:46 PM","False","False","CN=HSHYPERV,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSRMP1$","HSSRMP1","6/10/2014 11:07:47 AM","11/21/2021 1:26:03 AM",,"False","11/2/2021 10:57:41 AM","False","False","CN=HSSRMP1,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LJYOHO2015-PC$","LJYOHO2015-PC","1/22/2015 2:45:23 PM","10/13/2021 10:51:13 AM",,"False","8/1/2017 3:20:47 PM","False","False","CN=LJYOHO2015-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUBH3CJ02$","CWVUBH3CJ02","9/25/2014 3:06:48 PM","10/26/2021 11:18:03 AM",,"False","8/30/2021 7:29:10 AM","False","False","CN=CWVUBH3CJ02,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO89F3$","HSNEURO89F3","4/17/2017 1:35:57 PM","7/24/2020 11:17:21 AM",,"False","7/24/2020 11:16:48 AM","False","False","CN=HSNEURO89F3,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPSMCHALL$","HSSTEPSMCHALL","4/18/2017 9:34:04 AM","11/19/2021 4:54:12 PM",,"False","10/24/2021 6:06:19 AM","False","False","CN=HSSTEPSMCHALL,OU=Public Computers,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD71GLS1$","CWVUD71GLS1","11/28/2012 9:41:14 AM","10/27/2021 2:37:04 PM",,"False","1/1/2020 3:17:28 PM","False","False","CN=CWVUD71GLS1,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEUROE525$","HSNEUROE525","4/18/2017 3:06:37 PM","11/16/2021 2:08:03 PM","8/7/2020 6:56:15 AM","False","11/7/2021 4:18:44 AM","False","False","CN=HSNEUROE525,OU=Neurosurgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUDD831L1$","CWVUDD831L1","8/23/2010 2:06:56 PM","10/13/2021 10:43:06 AM",,"False","8/29/2018 6:19:49 AM","False","False","CN=CWVUDD831L1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000491$","HSSPH0000491","4/19/2017 2:03:06 PM","9/10/2021 1:55:02 PM",,"False","9/10/2021 1:55:00 PM","False","False","CN=HSSPH0000491,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHYPERV-TEST4$","HSHYPERV-TEST4","4/20/2017 9:38:20 AM","1/13/2021 1:09:10 AM","10/23/2019 10:47:00 AM","False","1/11/2021 11:59:29 AM","False","False","CN=HSHYPERV-TEST4,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MED-4B1C3$","HS-MED-4B1C3","1/26/2011 11:00:20 AM","7/30/2019 4:57:08 PM",,"False","4/20/2017 9:47:27 AM","False","False","CN=HS-MED-4B1C3,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCICRC1CC1$","HSCICRC1CC1","5/1/2014 2:14:38 PM","10/13/2021 10:45:15 AM",,"False","4/20/2017 10:41:30 AM","False","False","CN=HSCICRC1CC1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROSIMS$","HSMICROSIMS","4/19/2017 1:38:18 PM","5/18/2020 8:04:58 AM",,"False","5/18/2020 8:03:12 AM","False","False","CN=HSMICROSIMS,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16011$","SDL16011","4/20/2017 9:50:57 AM","11/15/2021 8:25:58 AM",,"False","10/25/2021 8:26:24 AM","False","False","CN=SDL16011,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMED8348$","HSMED8348","7/13/2015 12:03:06 PM","10/13/2021 10:47:23 AM",,"False","3/20/2017 9:56:11 AM","False","False","CN=HSMED8348,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-JESOTO2$","ITSWEB-JESOTO2","4/19/2017 4:41:39 PM","6/24/2021 3:41:27 PM",,"False","6/21/2021 6:23:19 AM","False","False","CN=ITSWEB-JESOTO2,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEWSPLANAC5A$","HSNEWSPLANAC5A","4/7/2017 9:27:19 AM","10/23/2020 2:31:38 PM",,"False","1/10/2020 5:16:57 PM","False","False","CN=HSNEWSPLANAC5A,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSALUMAFD374$","HSALUMAFD374","2/9/2017 1:44:11 PM","10/13/2021 10:44:11 AM",,"False","2/9/2017 1:44:11 PM","False","False","CN=HSALUMAFD374,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16055$","SDL16055","4/20/2017 2:47:36 PM","10/13/2021 10:52:34 AM",,"False","12/23/2019 9:05:52 AM","False","False","CN=SDL16055,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H60650$","H60650","4/21/2017 1:42:59 PM","11/19/2021 4:19:14 AM",,"False","11/3/2021 3:52:19 PM","False","False","CN=H60650,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOM-NEURO-TC1$","SOM-NEURO-TC1","11/10/2016 9:25:06 AM","10/13/2021 10:53:13 AM",,"False","11/10/2016 9:25:06 AM","False","False","CN=SOM-NEURO-TC1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H58173$","H58173","4/18/2017 2:39:43 PM","11/15/2021 5:13:11 PM","1/4/2021 10:20:25 AM","False","11/7/2021 11:46:40 PM","False","False","CN=H58173,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"IMAGEMACHINE$","IMAGEMACHINE","3/31/2016 9:26:35 AM","10/13/2021 10:50:59 AM",,"False","3/31/2016 9:26:35 AM","False","False","CN=IMAGEMACHINE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU5PMGYQ1$","CWVU5PMGYQ1","8/23/2012 2:47:34 PM","10/13/2021 10:42:51 AM",,"False","4/4/2017 5:05:18 PM","False","False","CN=CWVU5PMGYQ1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHARMBB69$","HSPHARMBB69","12/19/2014 9:01:13 AM","10/13/2021 10:48:40 AM",,"False","4/13/2017 7:02:02 AM","False","False","CN=HSPHARMBB69,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCCF2C2$","HSMBRCCF2C2","10/28/2016 10:04:51 AM","10/13/2021 10:47:07 AM",,"False","4/3/2017 8:35:58 AM","False","False","CN=HSMBRCCF2C2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLAR74DB$","HSOLAR74DB","4/24/2017 8:20:43 AM","11/20/2021 3:57:06 PM","9/1/2020 6:45:22 AM","False","11/10/2021 7:59:56 AM","False","False","CN=HSOLAR74DB,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-LJAROS$","ITSWEB-LJAROS","4/18/2017 4:34:14 PM","11/17/2021 3:01:38 PM",,"False","11/3/2021 6:56:07 AM","False","False","CN=ITSWEB-LJAROS,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROCUFF$","HSMICROCUFF","4/24/2017 12:09:57 PM","11/23/2020 9:19:29 AM",,"False","11/23/2020 9:19:24 AM","False","False","CN=HSMICROCUFF,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-CS-1041C-3$","SOD-CS-1041C-3","4/24/2017 12:28:59 PM","6/7/2021 4:00:48 PM",,"False","7/9/2019 3:51:42 AM","False","False","CN=SOD-CS-1041C-3,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITS2296$","HSITS2296","4/10/2017 9:21:59 AM","11/20/2021 7:31:32 AM",,"False","11/20/2021 7:31:24 AM","False","False","CN=HSITS2296,OU=Admin,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
