#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=Neusur Share Traverse,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Neusur Share Traverse","group","bab26b37-c9d4-4a69-8344-a2ad44940d14","Neusur Share Traverse","S-1-5-21-865322659-4255640127-3857865232-95369"
"CN=SOD Mrview,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOD Mrview","group","ccdc1a1d-e03e-4cb7-91c2-3f0fc88519c5","SOD Mrview","S-1-5-21-865322659-4255640127-3857865232-98095"
"CN=HS CTSI dabir_neurology_residency Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI dabir_neurology_residency Group","group","84b14d9c-078c-40b8-8516-564b7cdaedd1","HS CTSI dabir_neurology_residency Group","S-1-5-21-865322659-4255640127-3857865232-95486"
"CN=HS CTSI jones_ocular Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI jones_ocular Group","group","f6d37b24-2612-40e1-b0fe-5c28f59290df","HS CTSI jones_ocular Group","S-1-5-21-865322659-4255640127-3857865232-95493"
"CN=1265-minolta-c364 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1265-minolta-c364 Group","group","c79ce027-da9c-473b-b741-5bcf57ed96b3","1265-minolta-c364 Group","S-1-5-21-865322659-4255640127-3857865232-98099"
"CN=Dept Research Share Group,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Dept Research Share Group","group","83620416-e031-4c71-bc92-a24c59e6a390","Dept Research Share Group","S-1-5-21-865322659-4255640127-3857865232-98102"
"CN=OTOL Share traverse Group,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","OTOL Share traverse Group","group","9a735f92-5212-4b07-9cce-fc2bda596d99","OTOL Share traverse Group","S-1-5-21-865322659-4255640127-3857865232-79085"
"CN=WVUH HPF Report Manager Group,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH HPF Report Manager Group","group","33d8e6bb-30be-4729-8e0b-c729317126e5","WVUH HPF Report Manager Group","S-1-5-21-865322659-4255640127-3857865232-27763"
"CN=7318-cognitive-label-printer Group,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","7318-cognitive-label-printer Group","group","ac6b48af-d858-4cdf-bb32-9c79fe67f05f","7318-cognitive-label-printer Group","S-1-5-21-865322659-4255640127-3857865232-86976"
"CN=hsc3-ortho-lb Group,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","hsc3-ortho-lb Group","group","62a04956-daa0-4383-a515-55c294692cc5","hsc3-ortho-lb Group","S-1-5-21-865322659-4255640127-3857865232-88353"
"CN=7502-cognitive-label-printer Group,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","7502-cognitive-label-printer Group","group","e9e5ab79-8afb-43d3-b464-3651ea6225e5","7502-cognitive-label-printer Group","S-1-5-21-865322659-4255640127-3857865232-86975"
"CN=7403a-ricoh-mpc306z Group,OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","7403a-ricoh-mpc306z Group","group","6efe6b72-844f-438b-878e-01d4b75cc9c8","7403a-ricoh-mpc306z Group","S-1-5-21-865322659-4255640127-3857865232-58633"
"CN=2056-minolta-c3100p Group,OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","2056-minolta-c3100p Group","group","0eb9aa92-70f5-4ac3-aa47-9fb379660e2c","2056-minolta-c3100p Group","S-1-5-21-865322659-4255640127-3857865232-81010"
"CN=Forcepoint Users,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Forcepoint Users","group","12e7960b-cdc9-4d11-a01f-6262c7881dc3","Forcepoint Users","S-1-5-21-865322659-4255640127-3857865232-97250"
"CN=HS CTSI WVCTSI_WES Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI WVCTSI_WES Group","group","af252955-3607-4230-86c8-23bc51150bd3","HS CTSI WVCTSI_WES Group","S-1-5-21-865322659-4255640127-3857865232-97287"
"CN=7400a-ricoh Default Printer Group,OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","7400a-ricoh Default Printer Group","group","09a2efd0-13b9-430f-b4c8-c742686c0ec5","7400a-ricoh Default Printer Group","S-1-5-21-865322659-4255640127-3857865232-97236"
"CN=PEDS_CT Share,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","PEDS_CT Share","group","d0efbbc9-a3fb-41fa-a84c-f9d5fc4cbf91","PEDS_CT Share","S-1-5-21-865322659-4255640127-3857865232-98108"
"CN=HSC SOM Class of 2022,OU=2022,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC SOM Class of 2022","group","34cecb9c-6572-4797-b721-67ec938ea3c4","HSC SOM Class of 2022","S-1-5-21-865322659-4255640127-3857865232-88366"
"CN=HSC SOM Class of 2020-Mix,OU=2020,OU=Students,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC SOM Class of 2020-Mix","group","358483f1-84bb-470e-89d1-8c8236bed529","HSC SOM Class of 2020-Mix","S-1-5-21-865322659-4255640127-3857865232-88367"
"CN=Security Officer Group,OU=Security Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Security Officer Group","group","bb8444b0-d26d-47bd-87c0-4600bf3ed03e","Security Officer Group","S-1-5-21-865322659-4255640127-3857865232-81243"
"CN=1632-hp2055dn Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","1632-hp2055dn Group","group","52fddfd9-fa1a-47f9-9c3d-b982c32773bd","1632-hp2055dn Group","S-1-5-21-865322659-4255640127-3857865232-31708"
"CN=1265a-minolta-c368,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","1265a-minolta-c368","group","f51c6692-6a27-4ef2-932d-87415f19f29c","1265a-minolta-c368","S-1-5-21-865322659-4255640127-3857865232-98117"
"CN=$VA,OU=VA,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$VA","group","e975f0a3-97f3-4b9c-b332-a346696374c1","$VA","S-1-5-21-865322659-4255640127-3857865232-6696"
"CN=6600-minolta-558e Group,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","6600-minolta-558e Group","group","a263ab61-e8b0-4a09-a4dd-47d22e9cece2","6600-minolta-558e Group","S-1-5-21-865322659-4255640127-3857865232-93677"
"CN=g190m-minolta-c25 group,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","g190m-minolta-c25 group","group","61af74fd-af75-473f-8a70-f4dae3d17195","g190m-minolta-c25 group","S-1-5-21-865322659-4255640127-3857865232-98122"
"CN=Radiation Oncology Program Share,OU=RADONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Radiation Oncology Program Share","group","7912ac7b-4658-4cfd-a6de-4bc8f8d4ad87","Radiation Oncology Program Share","S-1-5-21-865322659-4255640127-3857865232-98124"
"CN=Ortho Residency Share,OU=ORTHO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Ortho Residency Share","group","f5408974-2d7d-4f63-b80c-c3db0d0a0443","Ortho Residency Share","S-1-5-21-865322659-4255640127-3857865232-98125"
"CN=Network and Voice Services Group,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Network and Voice Services Group","group","7db0cb0d-05c8-4bdb-9d95-6c714b6cc2c6","Network and Voice Services Group","S-1-5-21-865322659-4255640127-3857865232-12719"
"CN=Support Services Group,OU=Support Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Support Services Group","group","fcb71d70-54eb-4272-a3ff-47d43f741be0","Support Services Group","S-1-5-21-865322659-4255640127-3857865232-12723"
"CN=Network Infrastructure Group,OU=Network Infrastructure,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Network Infrastructure Group","group","1918f50a-4ffc-48c6-afaf-722fd51916ed","Network Infrastructure Group","S-1-5-21-865322659-4255640127-3857865232-12722"
"CN=erma108-hplj-m252dw Group,OU=MICRO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","erma108-hplj-m252dw Group","group","1d07c564-18be-40cd-965d-de84d46729a1","erma108-hplj-m252dw Group","S-1-5-21-865322659-4255640127-3857865232-98127"
"CN=1064-minolta-c3110 Group,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1064-minolta-c3110 Group","group","5b89d473-ed2b-47a9-83d1-f5aeadd10add","1064-minolta-c3110 Group","S-1-5-21-865322659-4255640127-3857865232-98129"
"CN=Encrypt USB drives Group,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Encrypt USB drives Group","group","077cbf99-6e31-40f7-a030-25156b3a18bc","Encrypt USB drives Group","S-1-5-21-865322659-4255640127-3857865232-99783"
"CN=Tremore Share Goup,OU=NEUSUR,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Tremore Share Goup","group","b6935a95-d0ad-4cf6-a333-e812b9706a61","Tremore Share Goup","S-1-5-21-865322659-4255640127-3857865232-99979"
"CN=HS CTSI riggs_nephroctomy_1310102307 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI riggs_nephroctomy_1310102307 Group","group","0c9e3b9b-b570-46aa-af1d-22d09541183d","HS CTSI riggs_nephroctomy_1310102307 Group","S-1-5-21-865322659-4255640127-3857865232-99985"
"CN=HSC Cloud Storage General Exceptions,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Cloud Storage General Exceptions","group","d23ad7e6-4829-4e60-86b5-9aa1fd7d8ebd","HSC Cloud Storage General Exceptions","S-1-5-21-865322659-4255640127-3857865232-99734"
"CN=4401-hpm452dn Group,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","4401-hpm452dn Group","group","a9a8f4b6-1f16-47b7-9c72-babe2ce673d5","4401-hpm452dn Group","S-1-5-21-865322659-4255640127-3857865232-98146"
"CN=g252-minolta-223,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","g252-minolta-223","group","6e5c8e84-0db8-476d-b1d0-54934576678b","g252-minolta-223","S-1-5-21-865322659-4255640127-3857865232-88388"
"CN=HS CTSI Alzheimer_Geriatric Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI Alzheimer_Geriatric Group","group","9cd3a684-a57d-4305-b26c-1201183dbee9","HS CTSI Alzheimer_Geriatric Group","S-1-5-21-865322659-4255640127-3857865232-100165"
"CN=8707-minolta-c368 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","8707-minolta-c368 Group","group","546735f5-3355-44da-b9eb-904902c3d3d0","8707-minolta-c368 Group","S-1-5-21-865322659-4255640127-3857865232-88387"
"CN=WVSTEPS Screen Saver Exceptions,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","WVSTEPS Screen Saver Exceptions","group","df87df86-94a3-42cd-8da7-efd45bbd08dc","WVSTEPS Screen Saver Exceptions","S-1-5-21-865322659-4255640127-3857865232-100199"
"CN=HS CTSI bailey_osa_1705591902 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI bailey_osa_1705591902 Group","group","c55f8c8e-c5b0-4ea8-a0cf-05a28cef0333","HS CTSI bailey_osa_1705591902 Group","S-1-5-21-865322659-4255640127-3857865232-100235"
"CN=HS CTSI lawrence_brain_injury_1711837874 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI lawrence_brain_injury_1711837874 Group","group","84a7c59e-2e41-45b2-b7e2-f5ccedb36849","HS CTSI lawrence_brain_injury_1711837874 Group","S-1-5-21-865322659-4255640127-3857865232-100236"
"CN=HS CTSI mattes_mrn Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI mattes_mrn Group","group","c66bc733-3a02-43ea-b208-7d5cebfb7a22","HS CTSI mattes_mrn Group","S-1-5-21-865322659-4255640127-3857865232-100315"
"CN=HS CTSI kovacic_patient Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI kovacic_patient Group","group","99d027ae-dfe2-4366-8b79-bc4d8f14526d","HS CTSI kovacic_patient Group","S-1-5-21-865322659-4255640127-3857865232-100197"
"CN=3956-ricoh-sp6430dn Group,OU=ORTHO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","3956-ricoh-sp6430dn Group","group","44bf669c-88ea-4838-aa8f-76e29c5d8496","3956-ricoh-sp6430dn Group","S-1-5-21-865322659-4255640127-3857865232-93701"
"CN=WVUH Epic Physician Builders,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH Epic Physician Builders","group","bbdda687-8e8d-498e-83d6-62f67262f34e","WVUH Epic Physician Builders","S-1-5-21-865322659-4255640127-3857865232-88390"
"CN=SOD-CoDiagnostix,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOD-CoDiagnostix","group","bdf39cdb-2145-4ca1-a937-93dbadd0f873","SOD-CoDiagnostix","S-1-5-21-865322659-4255640127-3857865232-100438"
"CN=4014-minolta-c3110 Group,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","4014-minolta-c3110 Group","group","c1ddeadd-0ed9-403c-a503-addf40242b9c","4014-minolta-c3110 Group","S-1-5-21-865322659-4255640127-3857865232-88392"
"CN=MBRCC Hemonc Admin Traverse,OU=MBRCC Administrative,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MBRCC Hemonc Admin Traverse","group","0dc003e0-c21e-4746-ba73-c1ea9c24693b","MBRCC Hemonc Admin Traverse","S-1-5-21-865322659-4255640127-3857865232-93707"
"CN=g103l-minoltac368,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","g103l-minoltac368","group","0c2b43b5-f10b-4d72-8ad3-ed2fd6fc2e2f","g103l-minoltac368","S-1-5-21-865322659-4255640127-3857865232-40013"
"CN=HS VDI JThompson Test Project Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI JThompson Test Project Group","group","887c8595-226e-4845-8c87-28f98eab00a2","HS VDI JThompson Test Project Group","S-1-5-21-865322659-4255640127-3857865232-100830"
"CN=HS CTSI marshall-miller-20180817 Group,OU=CTSI Researchers,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS CTSI marshall-miller-20180817 Group","group","ea60c042-9701-4696-9849-2fc9b6c86364","HS CTSI marshall-miller-20180817 Group","S-1-5-21-865322659-4255640127-3857865232-100838"
"CN=Human Performance Advisors,OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Human Performance Advisors","group","942bb2fa-6d31-4c6e-a86b-14198ba29758","Human Performance Advisors","S-1-5-21-865322659-4255640127-3857865232-88406"
"CN=HIIM Faculty,OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HIIM Faculty","group","fced6919-45f1-4a15-8106-724735e0a840","HIIM Faculty","S-1-5-21-865322659-4255640127-3857865232-88407"
"CN=Human Performance Share Traverse,OU=HUMANPERF,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Human Performance Share Traverse","group","922374c0-96eb-4c4c-b451-b6dcee913adb","Human Performance Share Traverse","S-1-5-21-865322659-4255640127-3857865232-88408"
"CN=HS VDI IBDSurvey Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI IBDSurvey Group","group","862586cb-d9ca-4552-aed2-4a109013d830","HS VDI IBDSurvey Group","S-1-5-21-865322659-4255640127-3857865232-93714"
"CN=RDTP-FAX Members,OU=RDTP,OU=BEHADPH,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","RDTP-FAX Members","group","8aa3645e-c09f-4888-92a3-644d079339c6","RDTP-FAX Members","S-1-5-21-865322659-4255640127-3857865232-98166"
"CN=its-rc-hsc-research-lab-bey,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-bey","group","aee7fe42-da11-4614-a28a-ece5c7fe2d00","its-rc-hsc-research-lab-bey","S-1-5-21-865322659-4255640127-3857865232-88409"
"CN=4739-minolta-c258 Group,OU=PEDS,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","4739-minolta-c258 Group","group","e0624082-d27f-4962-92df-cd410342eb3f","4739-minolta-c258 Group","S-1-5-21-865322659-4255640127-3857865232-98168"
"CN=Fuji-Synapse-Clinician-WVUM,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Fuji-Synapse-Clinician-WVUM","group","d4c1df7c-4e89-46e2-91a5-2fe7a61bf42f","Fuji-Synapse-Clinician-WVUM","S-1-5-21-865322659-4255640127-3857865232-88393"
"CN=Fuji-Synapse-Radiologist-RUBY,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Fuji-Synapse-Radiologist-RUBY","group","95198a31-b86b-44ee-9196-0184d8d70400","Fuji-Synapse-Radiologist-RUBY","S-1-5-21-865322659-4255640127-3857865232-88394"
"CN=Fuji-Synapse-Technologist-RUBY,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Fuji-Synapse-Technologist-RUBY","group","125bcd59-558f-4fb9-b2ca-fca08bbaa5f7","Fuji-Synapse-Technologist-RUBY","S-1-5-21-865322659-4255640127-3857865232-88395"
"CN=Facilities Access Share,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Facilities Access Share","group","96361d88-ecfc-4c87-a0ec-38522afb4334","Facilities Access Share","S-1-5-21-865322659-4255640127-3857865232-98169"
"CN=HSC Facilities Share Traverse,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Facilities Share Traverse","group","ce07f375-0eaf-48ea-82dc-916abac683dd","HSC Facilities Share Traverse","S-1-5-21-865322659-4255640127-3857865232-98170"
"CN=its-rc-hsc-research-admin,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-admin","group","b831d98c-5af0-461a-bc1a-6d623a292824","its-rc-hsc-research-admin","S-1-5-21-865322659-4255640127-3857865232-81236"
"CN=its-rc-hsc-research-lab-cifarelli,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-cifarelli","group","c7f9313f-2c18-4af6-81fa-03fa38a9e901","its-rc-hsc-research-lab-cifarelli","S-1-5-21-865322659-4255640127-3857865232-88410"
"CN=its-rc-hsc-research-lab-davis,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-davis","group","37917f48-2e31-4af1-8c83-f766f571e3ef","its-rc-hsc-research-lab-davis","S-1-5-21-865322659-4255640127-3857865232-88411"
"CN=its-rc-hsc-research-lab-guo,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-guo","group","1a0ce88f-69c5-4d9f-900c-e1158f746811","its-rc-hsc-research-lab-guo","S-1-5-21-865322659-4255640127-3857865232-81256"
"CN=its-rc-hsc-research-lab-ivanov,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ivanov","group","b656ab5a-51fc-49ed-88d5-a55f141bbc6f","its-rc-hsc-research-lab-ivanov","S-1-5-21-865322659-4255640127-3857865232-81339"
"CN=its-rc-hsc-research-lab-junliu,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-junliu","group","bcb2563b-2e43-4f63-af14-b23b13b32fdf","its-rc-hsc-research-lab-junliu","S-1-5-21-865322659-4255640127-3857865232-81340"
"CN=its-rc-hsc-research-lab-klinke,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-klinke","group","e0b2f435-0419-4a5e-a92a-fe2e77b4bcf6","its-rc-hsc-research-lab-klinke","S-1-5-21-865322659-4255640127-3857865232-81341"
"CN=its-rc-hsc-research-lab-lockman,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-lockman","group","f1574974-2a31-4884-9e67-cb0ffcee3fd6","its-rc-hsc-research-lab-lockman","S-1-5-21-865322659-4255640127-3857865232-81342"
"CN=its-rc-hsc-research-lab-ma,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ma","group","fbe9b331-f4c5-4f1f-bb03-fdb01fe5da4c","its-rc-hsc-research-lab-ma","S-1-5-21-865322659-4255640127-3857865232-81343"
"CN=its-rc-hsc-research-lab-martinez,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-martinez","group","a73a19a0-32a2-45b6-ac61-3a9a5f5e0707","its-rc-hsc-research-lab-martinez","S-1-5-21-865322659-4255640127-3857865232-81344"
"CN=its-rc-hsc-research-lab-petros,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-petros","group","2189c6c8-6875-441f-a619-ecc2915097db","its-rc-hsc-research-lab-petros","S-1-5-21-865322659-4255640127-3857865232-81345"
"CN=its-rc-hsc-research-lab-ruppert,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-ruppert","group","bdd13ba5-508f-4fe7-9289-470e99a2850f","its-rc-hsc-research-lab-ruppert","S-1-5-21-865322659-4255640127-3857865232-81346"
"CN=HS VDI Thompson_IBD_1712897991 Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Thompson_IBD_1712897991 Group","group","9af5bb8b-968e-4b89-90dc-b53e78c8511a","HS VDI Thompson_IBD_1712897991 Group","S-1-5-21-865322659-4255640127-3857865232-100892"
"CN=its-rc-hsc-research-lab-hazlehurst,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-hazlehurst","group","22987fc8-ec2d-4bed-aaa0-80e17b655a72","its-rc-hsc-research-lab-hazlehurst","S-1-5-21-865322659-4255640127-3857865232-81348"
"CN=its-rc-hsc-research-lab-frisch,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-frisch","group","b66240c2-77fb-4160-ae62-a1ba8fca07c9","its-rc-hsc-research-lab-frisch","S-1-5-21-865322659-4255640127-3857865232-81350"
"CN=its-rc-hsc-research-lab-gibson,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-gibson","group","5fd1624b-f918-413f-ace7-7bfd80750ec0","its-rc-hsc-research-lab-gibson","S-1-5-21-865322659-4255640127-3857865232-81351"
"CN=7603-ricoh-mp-c307 Group,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","7603-ricoh-mp-c307 Group","group","8498fb92-d9af-4226-85f3-6df9b6338db7","7603-ricoh-mp-c307 Group","S-1-5-21-865322659-4255640127-3857865232-81349"
"CN=its-rc-hsc-research-lab-weed,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-weed","group","c3432fa0-8fcc-4eba-a6ea-c28a714fe2c1","its-rc-hsc-research-lab-weed","S-1-5-21-865322659-4255640127-3857865232-81347"
