"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","OperatingSystem","OperatingSystemVersion","OperatingSystemServicePack","OperatingSystemHotfix","DistinguishedName"
"HSSSERV1FC5$","HSSSERV1FC5","11/7/2017 3:12:32 PM","12/9/2021 12:49:43 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSSERV1FC5,OU=Student Services,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000350$","HSSPH0000350","11/7/2017 3:14:47 PM","5/6/2021 1:47:42 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000350,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"USBHSBMEDLAW$","USBHSBMEDLAW","11/7/2017 2:13:34 PM","10/13/2021 10:53:28 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=USBHSBMEDLAW,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ROCRDBROKER02$","ROCRDBROKER02","10/17/2017 12:07:22 PM","3/10/2021 2:02:26 PM","Windows Server 2016 Standard","10.0 (14393)",,,"CN=ROCRDBROKER02,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ROCRDGWY01$","ROCRDGWY01","10/17/2017 12:09:29 PM","3/10/2021 2:02:26 PM","Windows Server 2016 Standard","10.0 (14393)",,,"CN=ROCRDGWY01,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRDGWY01$","HSRDGWY01","10/17/2017 11:26:49 AM","3/10/2021 2:02:23 PM","Windows Server 2016 Standard","10.0 (14393)",,,"CN=HSRDGWY01,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRDBROKER02$","HSRDBROKER02","10/17/2017 11:25:14 AM","3/10/2021 2:02:23 PM","Windows Server 2016 Standard","10.0 (14393)",,,"CN=HSRDBROKER02,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CZC7138V6J$","CZC7138V6J","10/17/2017 11:04:01 AM","11/30/2021 9:48:45 AM","Windows 7 Ultimate","6.1 (7601)","Service Pack 1",,"CN=CZC7138V6J,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"NIKONA1-HP$","NIKONA1-HP","1/11/2017 11:55:56 AM","11/10/2021 6:05:08 PM","Windows 10 Pro","10.0 (19042)",,,"CN=NIKONA1-HP,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000807$","HSSPH0000807","11/7/2017 12:47:13 PM","7/21/2020 4:01:57 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSPH0000807,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSSERV9BC5$","HSSSERV9BC5","10/29/2012 11:21:04 AM","10/13/2021 10:50:25 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSSSERV9BC5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTA52EFE$","HS-HSTA52EFE","9/21/2011 3:43:04 PM","10/13/2021 10:46:34 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HS-HSTA52EFE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ebey-office$","ebey-office","6/6/2016 2:39:35 PM","7/29/2019 3:25:09 PM","Mac OS X","10.11.5",,,"CN=ebey-office,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSSERV1EDE$","HSSSERV1EDE","11/8/2017 9:31:58 AM","11/19/2021 7:37:11 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSSERV1EDE,OU=Student Services,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM5166$","HSBIOCHEM5166","11/9/2017 7:51:20 AM","5/25/2021 7:28:28 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSBIOCHEM5166,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-ONCORE2$","ITSWEB-ONCORE2","3/14/2014 10:11:35 AM","9/15/2020 10:10:56 AM","Hyper-V Server 2012 R2","6.3 (9600)",,,"CN=ITSWEB-ONCORE2,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM53C0$","HSSOM53C0","11/9/2017 2:23:14 PM","3/17/2020 5:46:56 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSSOM53C0,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM90F3$","HSSOM90F3","11/9/2017 2:16:16 PM","2/24/2020 10:55:53 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSOM90F3,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13035-OR$","SDW13035-OR","11/7/2017 11:54:42 AM","10/16/2020 11:11:48 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW13035-OR,OU=Unassigned,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM5054$","HSBIOCHEM5054","11/10/2017 12:04:58 PM","10/13/2021 10:44:29 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSBIOCHEM5054,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPTFC69$","HSPTFC69","11/10/2017 9:21:34 AM","4/7/2021 10:30:12 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSPTFC69,OU=PT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LJYOHO-PC$","LJYOHO-PC","12/19/2016 1:43:59 PM","10/13/2021 10:50:56 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=LJYOHO-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PUGACHEVA81$","PUGACHEVA81","8/21/2013 4:40:04 PM","10/13/2021 10:52:10 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=PUGACHEVA81,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM9AB2$","HSSOM9AB2","11/9/2017 4:00:56 PM","10/13/2021 10:49:01 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSOM9AB2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM9A8C$","HSSOM9A8C","11/9/2017 4:04:27 PM","3/9/2020 11:11:43 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSOM9A8C,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM9910$","HSSOM9910","11/13/2017 7:54:21 AM","3/13/2020 10:54:07 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSOM9910,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H51678$","H51678","11/13/2017 10:29:39 AM","12/4/2021 11:19:36 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H51678,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PUGACHEVAPC2$","PUGACHEVAPC2","6/28/2013 4:54:30 PM","10/13/2021 10:52:10 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=PUGACHEVAPC2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI41C9$","HSBRNI41C9","11/13/2017 1:14:49 PM","12/9/2021 2:59:38 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSBRNI41C9,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSETHICS810B$","HSETHICS810B","11/10/2017 3:38:42 PM","9/22/2021 12:43:28 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSETHICS810B,OU=Ethics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM5191$","HSSOM5191","11/13/2017 3:55:18 PM","10/13/2021 10:49:01 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSSOM5191,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONA983$","HSSONA983","11/13/2017 4:29:02 PM","10/13/2021 10:49:25 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSSONA983,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63624$","H63624","11/14/2017 9:28:27 AM","12/1/2021 12:19:18 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H63624,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPDFCE$","HSSOPDFCE","11/6/2017 5:00:26 PM","10/13/2021 10:49:40 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSSOPDFCE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSITABLET733$","HSCTSITABLET733","11/14/2017 9:11:45 AM","10/13/2021 10:46:04 AM","Windows 10 Pro","10.0 (10586)",,,"CN=HSCTSITABLET733,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-10DC$","HSC-SOP-10DC","9/3/2010 4:38:43 PM","10/13/2021 10:45:32 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSC-SOP-10DC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP86F7$","HSSOP86F7","11/14/2017 3:14:42 PM","12/1/2021 3:36:59 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP86F7,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPH9467$","HSEXPH9467","3/8/2012 4:44:46 PM","10/13/2021 10:46:19 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSEXPH9467,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PEDXM15$","PEDXM15","1/10/2013 3:38:51 PM","10/26/2021 11:27:47 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=PEDXM15,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCJYU2$","MBRCCJYU2","3/12/2014 11:16:40 AM","10/13/2021 10:51:13 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=MBRCCJYU2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13042-OR$","SDW13042-OR","11/16/2017 11:07:11 AM","10/16/2020 11:11:48 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=SDW13042-OR,OU=Unassigned,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13041-OR$","SDW13041-OR","11/16/2017 10:54:30 AM","10/16/2020 11:11:48 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW13041-OR,OU=Unassigned,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13039-OR$","SDW13039-OR","11/16/2017 9:15:16 AM","10/16/2020 11:11:48 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW13039-OR,OU=Unassigned,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNID7C4$","HSBRNID7C4","11/16/2017 12:56:13 PM","10/13/2021 1:12:21 PM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSBRNID7C4,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13044$","SDW13044","11/16/2017 12:18:59 PM","12/7/2021 10:42:11 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDW13044,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13043$","SDW13043","11/16/2017 12:04:22 PM","12/9/2021 2:37:38 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDW13043,OU=Unassigned,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPT0137$","HSPT0137","11/14/2017 6:08:38 PM","1/20/2021 10:47:07 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSPT0137,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW16068$","SDW16068","8/30/2017 10:30:35 AM","12/8/2021 10:14:38 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW16068,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW12009-DS$","SDW12009-DS","11/15/2017 11:46:02 AM","10/9/2021 1:08:27 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=SDW12009-DS,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW12008-DS$","SDW12008-DS","11/15/2017 11:33:52 AM","10/11/2021 7:00:23 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW12008-DS,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW12014-DS$","SDW12014-DS","11/17/2017 5:02:57 PM","2/5/2021 3:13:12 PM","Windows 10 Enterprise","10.0 (14393)",,,"CN=SDW12014-DS,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED8CF2$","HSCED8CF2","11/7/2017 11:11:52 AM","12/6/2021 8:33:20 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCED8CF2,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SMCLAUGHLIN-PC$","SMCLAUGHLIN-PC","12/2/2010 9:31:06 AM","10/13/2021 10:52:31 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=SMCLAUGHLIN-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRHEMONC4779$","MBRHEMONC4779","11/20/2017 8:16:28 AM","12/8/2021 12:21:02 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=MBRHEMONC4779,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63846$","H63846","11/20/2017 9:15:41 AM","10/13/2021 10:43:58 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=H63846,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRHEMH63847$","MBRHEMH63847","11/20/2017 10:35:43 AM","10/13/2021 10:51:34 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=MBRHEMH63847,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED67C0$","HSCED67C0","11/20/2017 10:34:13 AM","12/9/2021 8:56:49 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSCED67C0,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYNXM01$","OBGYNXM01","1/10/2013 3:41:23 PM","12/6/2021 8:03:03 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=OBGYNXM01,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCIBPC495A$","WVUCIBPC495A","11/20/2017 11:05:52 AM","12/2/2021 11:59:45 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=WVUCIBPC495A,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000704$","HSSPH0000704","11/17/2017 2:20:20 PM","10/27/2021 2:37:29 PM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSSPH0000704,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000058$","HSSPH0000058","11/14/2017 4:15:59 PM","10/13/2021 10:49:40 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSSPH0000058,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARDEE3$","HSOLARDEE3","11/20/2017 3:01:59 PM","11/30/2021 5:01:50 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSOLARDEE3,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLAR4338$","HSOLAR4338","11/20/2017 3:22:13 PM","12/7/2021 8:54:07 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSOLAR4338,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYS1E27$","HSEXPHYS1E27","9/21/2017 10:22:58 AM","12/5/2021 1:11:04 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSEXPHYS1E27,OU=Exercise Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHUPREF1E9D$","HSHUPREF1E9D","11/20/2013 2:54:59 PM","10/13/2021 10:46:49 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSHUPREF1E9D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU5QFSRD2$","CWVU5QFSRD2","11/22/2017 2:48:29 PM","8/18/2021 10:00:52 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=CWVU5QFSRD2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HELPDSK-FINGER2$","HELPDSK-FINGER2","7/17/2012 4:13:53 PM","11/19/2021 7:09:22 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HELPDSK-FINGER2,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACIL4B31$","HSFACIL4B31","11/27/2017 9:11:32 AM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSFACIL4B31,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP43BD$","HSSOP43BD","11/17/2017 2:41:50 PM","12/16/2020 8:53:23 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSSOP43BD,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16005$","SDL16005","11/8/2017 9:33:28 AM","11/30/2021 12:57:30 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=SDL16005,OU=Diagnostic Sciences,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLAR4666$","HSOLAR4666","11/28/2017 10:02:17 AM","12/9/2021 11:42:50 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSOLAR4666,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUR9-0PE37U$","CWVUR9-0PE37U","11/27/2017 3:02:00 PM","8/16/2021 3:28:38 PM","Windows 10 Pro","10.0 (18362)",,,"CN=CWVUR9-0PE37U,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSAVP6B58$","HSAVP6B58","11/28/2017 2:37:26 PM","12/7/2021 8:10:45 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSAVP6B58,OU=AVP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13045-IC$","SDW13045-IC","11/17/2017 9:17:47 AM","12/9/2021 5:42:52 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW13045-IC,OU=Innovation Center,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW13046$","SDW13046","11/17/2017 9:18:54 AM","12/1/2021 6:19:15 PM","Windows 10 Enterprise","10.0 (19043)",,,"CN=SDW13046,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUDJY26V1$","CWVUDJY26V1","7/6/2012 8:04:25 AM","7/29/2019 3:25:14 PM","Windows 10 Enterprise","10.0 (15063)",,,"CN=CWVUDJY26V1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW12016-CA$","SDW12016-CA","11/29/2017 11:20:51 AM","1/9/2020 8:53:54 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=SDW12016-CA,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMED0A91$","HSEMMED0A91","11/29/2017 12:11:10 PM","10/13/2021 10:46:04 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEMMED0A91,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED2537$","HSCED2537","11/29/2017 2:40:28 PM","9/2/2020 1:31:09 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCED2537,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSIBBB1$","HSCTSIBBB1","1/6/2017 4:32:27 PM","12/9/2021 9:15:32 AM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSCTSIBBB1,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"KONAT-LAPTOP$","KONAT-LAPTOP","11/15/2017 3:58:48 PM","10/13/2021 10:50:56 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=KONAT-LAPTOP,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSI04B5$","HSCTSI04B5","12/1/2017 1:34:44 PM","10/13/2021 10:45:49 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSCTSI04B5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL16004-EN$","SDL16004-EN","11/8/2017 4:11:07 PM","5/19/2021 1:07:32 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=SDL16004-EN,OU=Endodontics,OU=Restricted,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEUROCC44$","HSNEUROCC44","7/26/2016 10:53:52 AM","10/13/2021 10:47:39 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSNEUROCC44,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000702$","HSSPH0000702","12/1/2017 2:18:05 PM","11/29/2021 10:33:33 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSPH0000702,OU=ICRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSENT2457$","HSENT2457","12/4/2017 10:30:44 AM","6/25/2020 7:55:02 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSENT2457,OU=ENT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYSC919$","HSEXPHYSC919","12/4/2017 3:55:51 PM","10/13/2021 10:46:19 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSEXPHYSC919,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-DA76$","HSC-SOP-DA76","5/16/2013 4:55:06 PM","12/2/2021 4:08:21 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSC-SOP-DA76,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDW16012-PE$","SDW16012-PE","12/5/2017 10:57:34 AM","12/5/2021 11:58:25 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=SDW16012-PE,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYN2$","OBGYN2","12/5/2017 9:37:00 AM","12/2/2021 10:39:13 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=OBGYN2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMED7C28$","HSEMMED7C28","12/5/2017 11:19:29 AM","5/19/2021 9:34:03 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSEMMED7C28,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMED7B50$","HSEMMED7B50","12/6/2017 10:50:10 AM","5/8/2020 10:14:53 AM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSEMMED7B50,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESCOR0C22$","HSRESCOR0C22","12/6/2017 11:14:28 AM","10/13/2021 10:48:40 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSRESCOR0C22,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"helpdesks-air$","helpdesks-air","6/6/2016 9:36:37 AM","12/6/2021 1:29:19 PM","Mac OS X","10.11.3",,,"CN=helpdesks-air,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PATHLAPTOP9$","PATHLAPTOP9","12/7/2017 7:43:53 AM","3/23/2021 3:58:21 PM","Windows 10 Pro","10.0 (17134)",,,"CN=PATHLAPTOP9,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSENTFE47$","HSENTFE47","12/7/2017 9:00:46 AM","6/15/2020 1:34:44 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSENTFE47,OU=ENT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPBFC4$","HSSOPBFC4","12/7/2017 10:11:32 AM","12/9/2021 4:39:25 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOPBFC4,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRDTPC046$","HSRDTPC046","12/7/2017 10:25:10 AM","4/19/2021 1:57:11 PM","Windows 10 Enterprise","10.0 (14393)",,,"CN=HSRDTPC046,OU=RDTP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
