"Name","Enabled","PasswordLastSet","OperatingSystem","distinguishedName"
"HSSONBC9B","True","8/24/2016 9:21:38 AM","Windows 7 Enterprise","CN=HSSONBC9B,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUCLPPCZ1","True","8/24/2016 9:09:03 PM","Windows 7 Enterprise","CN=CWVUCLPPCZ1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU2NB60R1","True","8/25/2016 8:26:14 AM","Windows 7 Enterprise","CN=CWVU2NB60R1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU5PJHYQ1","True","8/25/2016 10:41:55 PM","Windows 7 Professional","CN=CWVU5PJHYQ1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON19F8","True","8/26/2016 9:45:49 PM","Windows 7 Enterprise","CN=HSSON19F8,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSOND12B","True","8/27/2016 3:11:12 AM","Windows 7 Enterprise","CN=HSCSOND12B,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOTBEA8","True","8/28/2016 5:42:49 AM","Windows 7 Enterprise","CN=HSOTBEA8,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINTM6066","True","8/30/2016 9:59:37 AM","Windows 7 Enterprise","CN=HSINTM6066,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU6CX8PL1","True","8/30/2016 4:37:16 PM","Windows 7 Professional","CN=CWVU6CX8PL1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS8AD0","True","9/1/2016 8:05:15 AM","Windows 10 Enterprise","CN=HSPEDS8AD0,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED883E","True","9/1/2016 12:45:32 PM","Windows 7 Enterprise","CN=HSCED883E,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"INTMEDPE","True","9/1/2016 12:55:48 PM","Windows 7 Enterprise","CN=INTMEDPE,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-0928","True","9/1/2016 1:22:27 PM","Windows 7 Professional","CN=HSC-SON-0928,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITS1C99","True","9/1/2016 2:20:56 PM","Windows 7 Enterprise","CN=HSITS1C99,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-A86B","True","9/5/2016 12:36:46 PM","Windows 7 Professional","CN=HS-PEDS-A86B,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU68RBCK1","True","9/5/2016 1:35:46 PM","Windows 7 Enterprise","CN=CWVU68RBCK1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"EXPHYS-DDONLEY","True","9/5/2016 2:39:37 PM","Windows 7 Enterprise","CN=EXPHYS-DDONLEY,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"GIBSON7","True","9/5/2016 7:32:40 PM","Windows 7 Enterprise","CN=GIBSON7,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTAA6E39","True","9/6/2016 8:46:36 AM","Windows 10 Pro","CN=HS-HSTAA6E39,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACILCYYFM","True","9/7/2016 10:11:15 AM","Windows 10 Enterprise","CN=HSFACILCYYFM,OU=Facilities TMA Client Systems,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCWIN10MASTER","True","9/7/2016 10:51:45 AM","Windows 10 Enterprise","CN=HSCWIN10MASTER,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-G103E","True","9/7/2016 8:42:08 PM","Windows 10 Enterprise","CN=HSC-G103E,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHEPIDJZ","True","9/10/2016 11:02:03 PM","Windows 10 Enterprise","CN=HSSPHEPIDJZ,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-583E","True","9/12/2016 7:55:42 AM","Windows 7 Professional","CN=HS-PEDS-583E,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSBA6D","True","9/12/2016 7:38:06 PM","Windows 7 Enterprise","CN=HSITSBA6D,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000193","True","9/13/2016 8:20:52 AM","Windows 10 Enterprise","CN=HSSPH0000193,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSI2A46","True","9/13/2016 8:42:29 AM","Windows 10 Enterprise","CN=HSCTSI2A46,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-3016","True","9/13/2016 12:50:33 PM","Windows 7 Enterprise","CN=ITS-3016,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI32C5","True","9/15/2016 1:20:21 AM","Windows 7 Professional","CN=HSBRNI32C5,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS000000","True","9/15/2016 10:36:29 AM","Windows 10 Enterprise","CN=HS000000,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEUROBE41","True","9/15/2016 2:44:36 PM","Windows 7 Enterprise","CN=HSNEUROBE41,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57561","True","9/16/2016 12:12:36 PM","Windows 10 Pro","CN=H57561,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CROGANAPPTEST","True","9/17/2016 9:13:09 AM","Windows Server 2012 R2 Standard","CN=CROGANAPPTEST,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUMJD","True","9/17/2016 4:54:14 PM","Windows 10 Enterprise","CN=CWVUMJD,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-CCAA","True","9/19/2016 8:06:40 AM","Windows 7 Enterprise","CN=HS-PEDS-CCAA,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"STUDENTX-PC","True","9/19/2016 2:45:43 PM","Windows 7 Professional","CN=STUDENTX-PC,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI3E79","True","9/20/2016 1:44:52 PM","Windows 7 Enterprise","CN=HSBRNI3E79,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-EDFFB","True","9/20/2016 5:53:14 PM","Windows 10 Enterprise","CN=HS-EDFFB,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSAZUREPRINT1","True","9/20/2016 7:07:16 PM","Windows Server 2012 R2 Datacenter","CN=HSAZUREPRINT1,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEV9FDB","True","9/21/2016 8:33:18 AM","Windows 7 Enterprise","CN=HSDEV9FDB,OU=Development,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU4BYWJQ1","True","9/21/2016 9:23:33 AM","Windows 10 Pro","CN=CWVU4BYWJQ1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHPRCVF-DT","False","9/22/2016 5:01:49 AM","Windows 10 Enterprise","CN=HSSPHPRCVF-DT,OU=PRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-RAD-2002","True","9/22/2016 4:04:46 PM","Windows 7 Enterprise","CN=HS-RAD-2002,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI3142","True","9/23/2016 3:23:54 PM","Windows 10 Enterprise","CN=HSBRNI3142,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDSE45E","True","9/23/2016 4:17:33 PM","Windows 8.1 Enterprise","CN=HSPEDSE45E,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOND12B","True","9/27/2016 10:50:18 AM","Windows 7 Enterprise","CN=HSSOND12B,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"IVANOVLAB11","True","9/27/2016 1:19:51 PM","Windows 7 Enterprise","CN=IVANOVLAB11,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AMY-THINK","True","9/28/2016 8:43:42 AM","Windows 7 Professional","CN=AMY-THINK,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON5903","True","9/28/2016 10:09:58 AM","Windows 7 Enterprise","CN=HSSON5903,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHPRCLC","False","9/29/2016 9:20:59 AM","Windows 10 Enterprise","CN=HSSPHPRCLC,OU=PRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEUROD70A","True","9/29/2016 2:11:37 PM","Windows 7 Enterprise","CN=HSNEUROD70A,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCORTHO6AE1","False","9/30/2016 1:51:16 PM","Windows 10 Enterprise","CN=HSCORTHO6AE1,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS0E81","True","10/1/2016 1:10:51 PM","Windows 8 Pro","CN=HSPEDS0E81,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU53QLPD2","False","10/3/2016 9:43:07 AM","Windows 10 Enterprise","CN=CWVU53QLPD2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"AHUNTERPC","True","10/3/2016 12:45:00 PM","Windows 7 Professional","CN=AHUNTERPC,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-PARKER3","True","10/3/2016 4:23:54 PM","Windows 10 Pro","CN=SPH-PARKER3,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-6I3Q9TE","False","10/4/2016 8:39:36 AM","Windows 10 Enterprise","CN=MININT-6I3Q9TE,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SPH-1400-CP","True","10/4/2016 10:49:53 AM","Windows 7 Professional","CN=HSC-SPH-1400-CP,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHKAS-DT","True","10/4/2016 3:05:53 PM","Windows 10 Enterprise","CN=HSSPHKAS-DT,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVBACKUP2","True","10/4/2016 3:46:32 PM","Windows 7 Enterprise","CN=HSDEVBACKUP2,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVELA197","True","10/5/2016 1:33:57 PM","Windows 7 Enterprise","CN=HSDEVELA197,OU=Development,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-SCHWINGHAMM","True","10/5/2016 2:08:02 PM","Windows 7 Enterprise","CN=SOP-SCHWINGHAMM,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN1BB7","True","10/5/2016 9:34:31 PM","Windows 7 Enterprise","CN=HSOBGYN1BB7,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FELLOWS2","True","10/6/2016 7:40:37 AM","Windows 7 Enterprise","CN=FELLOWS2,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMAINTBCC2","True","10/7/2016 10:46:46 AM","Windows 7 Enterprise","CN=HSMAINTBCC2,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PASSWORD1","True","10/7/2016 12:10:26 PM","Windows 10 Pro","CN=HS-PASSWORD1,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TTHIBAUD-PC","True","10/7/2016 1:52:43 PM","Windows 7 Enterprise","CN=TTHIBAUD-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSTA-75085","True","10/10/2016 12:28:56 PM","Windows 10 Enterprise","CN=HSTA-75085,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYND22F","False","10/10/2016 1:54:34 PM","Windows 10 Enterprise","CN=HSOBGYND22F,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPE585","True","10/11/2016 1:12:47 PM","Windows 7 Enterprise","CN=HSSOPE585,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUCZCRNM1","True","10/12/2016 6:27:06 AM","Windows 7 Professional","CN=CWVUCZCRNM1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SURGCONF3022","True","10/12/2016 6:33:03 AM","Windows 7 Enterprise","CN=SURGCONF3022,OU=Classroom,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITS-JLG","False","10/12/2016 6:48:14 AM","Windows 7 Enterprise","CN=HS-ITS-JLG,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8ZGZBK1","True","10/12/2016 7:53:35 AM","Windows 7 Enterprise","CN=CWVU8ZGZBK1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTAC9A0","True","10/12/2016 11:48:50 AM","Windows 10 Enterprise","CN=HS-HSTAC9A0,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESGRAD7BE45","True","10/12/2016 2:17:31 PM","Windows 7 Enterprise","CN=HSRESGRAD7BE45,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCTECHLORI2","True","10/14/2016 10:01:04 AM","Windows 7 Enterprise","CN=MBRCCTECHLORI2,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-G104A-DESK2","True","10/14/2016 1:30:44 PM","Windows 7 Enterprise","CN=HS-G104A-DESK2,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCIOEH4A8E","True","10/17/2016 4:29:19 AM","Windows 7 Enterprise","CN=HSCIOEH4A8E,OU=OCMD,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sod-jwharton","True","10/17/2016 8:10:36 AM","Windows 8.1 Pro","CN=sod-jwharton,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDEE78","True","10/17/2016 3:39:33 PM","Windows 7 Enterprise","CN=HSCEDEE78,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTADE2C","True","10/18/2016 8:03:04 AM","Windows 7 Enterprise","CN=HSHSTADE2C,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DESKTOP-P7TTLAL","False","10/18/2016 10:47:17 AM","Windows 10 Enterprise","CN=DESKTOP-P7TTLAL,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-LJRUDY","True","10/18/2016 12:45:24 PM","Windows 7 Professional","CN=SPH-LJRUDY,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU9JZ9N72","True","10/19/2016 3:19:15 PM","Windows 10 Pro","CN=CWVU9JZ9N72,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHARMD279","True","10/20/2016 3:15:22 AM","Windows 7 Enterprise","CN=HSPHARMD279,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000198","True","10/20/2016 7:01:24 AM","Windows 10 Enterprise","CN=HSSPH0000198,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"GOODMANAF18","True","10/20/2016 11:27:15 AM","Windows 7 Enterprise","CN=GOODMANAF18,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHSTUDENT","True","10/21/2016 5:53:20 AM","Windows 7 Enterprise","CN=HSSPHSTUDENT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD6ZGLS1","True","10/21/2016 6:54:20 AM","Windows 7 Professional","CN=CWVUD6ZGLS1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-G03CS59","True","10/21/2016 10:07:13 AM","Windows 10 Enterprise","CN=MININT-G03CS59,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-P6NRM4L","True","10/21/2016 11:36:08 AM","Windows 7 Enterprise","CN=MININT-P6NRM4L,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCMALAB8","True","10/22/2016 4:01:36 PM","Windows 7 Enterprise","CN=MBRCCMALAB8,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU6D19PL1","True","10/22/2016 4:50:11 PM","Windows 7 Enterprise","CN=CWVU6D19PL1,OU=UpdateTesting,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-DS-TABLET","False","10/23/2016 5:43:31 AM","Windows Embedded 8.1 Industry Pro","CN=SOD-DS-TABLET,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BRNI-7562","True","10/24/2016 8:08:58 AM","Windows 7 Enterprise","CN=HS-BRNI-7562,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUDK7KLS1","True","10/24/2016 8:54:31 AM","Windows 10 Enterprise","CN=CWVUDK7KLS1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED3957","True","10/24/2016 11:07:00 AM","Windows 10 Enterprise","CN=HSCED3957,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNIC958","True","10/24/2016 11:53:11 AM","Windows 8 Enterprise","CN=HSBRNIC958,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DVANDERBILT-PC","True","10/24/2016 12:06:23 PM","Windows 7 Enterprise","CN=DVANDERBILT-PC,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYSC9FF","True","10/25/2016 1:56:10 PM","Windows 7 Professional","CN=HSEXPHYSC9FF,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RADC02PYC1","True","10/25/2016 3:42:40 PM","Windows 10 Enterprise","CN=RADC02PYC1,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD73HLS1","True","10/25/2016 8:55:54 PM","Windows 7 Enterprise","CN=CWVUD73HLS1,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED3757","False","10/27/2016 6:00:54 AM","Windows 8.1 Pro","CN=HSCEMMED3757,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUCNGZYV1","True","10/27/2016 3:30:10 PM","Windows 7 Professional","CN=CWVUCNGZYV1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SYSCRIPT3","False","10/28/2016 10:13:57 AM","Windows Server 2016 Datacenter","CN=SYSCRIPT3,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCRADONC562B","True","10/31/2016 8:48:12 AM","Windows 7 Enterprise","CN=MBRCCRADONC562B,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57674","True","10/31/2016 11:29:33 AM","Windows 10 Enterprise","CN=H57674,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI2905","True","10/31/2016 12:27:51 PM","Windows 7 Enterprise","CN=HSBRNI2905,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPF77B","True","11/1/2016 6:29:02 AM","Windows 7 Enterprise","CN=HSSOPF77B,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-C2DF","True","11/1/2016 9:03:13 AM","Windows 7 Enterprise","CN=HS-PEDS-C2DF,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PAOLO-PC","True","11/1/2016 9:39:24 AM","Windows 7 Enterprise","CN=PAOLO-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITS1726","True","11/1/2016 3:03:55 PM","Windows 10 Enterprise","CN=HSITS1726,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PUGACHEVA88","False","11/1/2016 10:49:02 PM","Windows 7 Enterprise","CN=PUGACHEVA88,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTA719B","True","11/2/2016 8:34:41 AM","Windows 10 Enterprise","CN=HS-HSTA719B,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNI6563","True","11/2/2016 8:58:25 AM","Windows 10 Enterprise","CN=HSBRNI6563,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCIT-FRONT","True","11/5/2016 8:35:20 AM","Windows 7 Enterprise","CN=CHSCIT-FRONT,OU=UpdateTesting,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BRNI-71FC","True","11/7/2016 8:43:43 AM","Windows 7 Enterprise","CN=HS-BRNI-71FC,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"dawns-macbook-p","True","11/7/2016 11:09:32 AM","Mac OS X","CN=dawns-macbook-p,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSGHOST","True","11/8/2016 6:37:08 AM","Windows 7 Enterprise","CN=CHSGHOST,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED4C12","True","11/9/2016 10:53:59 AM","Windows 7 Enterprise","CN=HSCEMMED4C12,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDEE46","True","11/9/2016 9:20:59 PM","Windows 8.1 Enterprise","CN=HSCEDEE46,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDD9F8","True","11/10/2016 8:47:10 AM","Windows 10 Enterprise","CN=HSCEDD9F8,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDC984","True","11/10/2016 8:59:12 AM","Windows 10 Enterprise","CN=HSCEDC984,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOM-NEURO-TC1","True","11/10/2016 9:25:06 AM","Windows 10 Pro","CN=SOM-NEURO-TC1,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"THINKPAD540","True","11/11/2016 9:02:57 AM","Windows 10 Enterprise","CN=THINKPAD540,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SUECOYLE-THINK","True","11/11/2016 12:17:31 PM","Windows 10 Pro","CN=SUECOYLE-THINK,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU984RDQ1","True","11/13/2016 6:36:07 AM","Windows 7 Enterprise","CN=CWVU984RDQ1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-WVUCPRC-4FF0","True","11/14/2016 7:34:34 AM","Windows 7 Enterprise","CN=HS-WVUCPRC-4FF0,OU=WVUCPRC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHCOP6046","True","11/14/2016 8:58:22 AM","Windows 7 Enterprise","CN=HSHCOP6046,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RADBVH1RC1","True","11/15/2016 10:08:43 AM","Windows 7 Enterprise","CN=RADBVH1RC1,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"beth_pellegrin","True","11/15/2016 7:37:47 PM","Mac OS X","CN=beth_pellegrin,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDC438","True","11/16/2016 1:24:31 PM","Windows 7 Enterprise","CN=HSCEDC438,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP8ADB","True","11/16/2016 3:35:12 PM","Windows 7 Enterprise","CN=HSSOP8ADB,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONFE58","True","11/17/2016 8:51:44 AM","Windows 10 Enterprise","CN=HSSONFE58,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONA86F","True","11/17/2016 11:47:56 AM","Windows 10 Enterprise","CN=HSSONA86F,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
