"SamAccountName","SourceOU","TargetOU"
"HS VDI TriNetX Validation BIOLOGICS Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Noncompliant Labeling by Departments Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Educational Records and Health Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson COVID19 PtOutcomes","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MARPE Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI smoking_hip_1811341281 Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MARPE Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Bleeding in Inpatients Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID-19 and vaccination Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Bleeding in Inpatients Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID-19 and vaccination Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lab QA and QC Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Brock Lindsey Triathlon Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MODRN Project","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lab QA and QC Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Brock Lindsey Triathlon Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson NF MICU fellows","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI eSyM data extracts Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson TCCT","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RADX-UP PART  3 Enrollment Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tony Fang Projects Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RADX-UP PART  3 Enrollment Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Christa Lilly Projects Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI eSyM data extracts Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Sijin Wen Projects Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Christa Lilly Projects Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tony Fang Projects Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Sijin Wen Projects Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI abaus_medicaid_claims Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pincavitch - Research Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pincavitch - Research Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gut microbiome in stroke Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gut microbiome in stroke Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Research Admin","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pediatric Oncology Geolocation Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI HAPI SOLE Database Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pediatric Oncology Geolocation Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Student EPIC Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVU COVID-19 Testing Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Chart Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVU COVID-19 Testing Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Chart Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Appalachian Diabetes","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lindsey Triathlon Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Colitis ED","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lindsey Triathlon Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI NAS-Telehealth","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI DHSMP Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI DHSMP Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Stroke DiscGols","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOURCE Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Adcock Stroke Combined Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOURCE Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Adcock Stroke Combined Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI EPID675 Students","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI EPID675 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOD Orthodontic Phase 1 Faculty Group","HSC/HSC AD Groups/VDI and RDSH/HS VDI SOD Orthodontic Phase 1 Faculty Group","HS Users/HSC/HSC AD Groups/VDI and RDSH/HS VDI SOD Orthodontic Phase 1 Faculty Group"
"HS VDI Salivary Function Study Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Bhandari - Infusion Service Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson AKI after imaging cirrhosis","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Polypharm","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Bhandari - Infusion Service Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Salivary Function Study Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI ET-005 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Evaluation of Biopatch Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI AbunnajaEfficacySafetyEarlyAdjuvantWeightLoss Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Evaluation of Biopatch Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson pneumoMICU","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SchmidtOncOutcomesGISTIncidentallyRemoved Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI ET-005 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson IVDUtrends","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson INandOUTS","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Vaccination RA pts","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI CritCovidView Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI CritCovidView Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Osteoporosis GCA PMR Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Opioid-Involved Morbidity and Mortality Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Prescription Drug Overdose Prevention SEMPP Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson END PAC model","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Osteoporosis GCA PMR Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PreventPrescriptionDrugOpioidOverdoseRelatedDeaths Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Fibrosis Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Fibrosis Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson MRCP procedure comparison","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Hemochromatosis and Polycythemia","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI NEISS-Work Trend Analysis Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson ILD immunization","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Rapid Restart Diet Order","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson AAV epidemiology","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Endo ECHO Evaluation - New River Health Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Endo ECHO Evaluation - New River Health Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Cossman All-County Mortality Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Procalcitonin Ruby Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Procalcitonin Ruby Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI OUD Research Studies Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI DBS-OUD Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Critilytics Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI 2021 Transitioning Veterans Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI OUD Research Studies Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Critilytics Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI UCSF Work and RA study Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI 2021 Transitioning Veterans Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI DBS-OUD Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI cool_CRRT Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI cool_CRRT Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RADX-UP PART 3 Enrollment Read Only","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI UCSF Work and RA study Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Rural Distrust Transferred Patients Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Rural Distrust Transferred Patients Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson IV AntiHypertensives","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PICU DKA Protocol Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tobacco Use Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pre-Exposure Prophylaxis to Prevent HIV Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PICU DKA Protocol Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pre-Exposure Prophylaxis to Prevent HIV Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tobacco Use Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gerry Hobbs Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gerry Hobbs Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Allen Methadone Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SARS-CoV2 Incidence Prevalance Maternal Morbidity Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOD Dental Medicaid Project Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Cataract IOP Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOD Dental Medicaid Project Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PainMedDisposalRatesAfterPedOrthoSurg Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Cataract IOP Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PainMedDisposalRatesAfterPedOrthoSurg Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID-19 and AKI Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOD HbA1C Study Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID-19 and AKI Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI JThompson Test Project Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOD HbA1C Study Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Hepislav","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HSC VDI Research Projects Parent Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MHP Independent Assessment Year 1 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Frailty grip strength","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MHP Independent Assessment Year 1 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson PVE Outcomes","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Colon Cancer Screen","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson HIV EPIC alert","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI IncidenceRFVenousThrombosisAcutePancreatitis Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MRA and hyperkalemia for Raven Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI IncidenceRFVenousThrombosisAcutePancreatitis Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI FEA MARPE RESEARCH Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MRA and hyperkalemia for Raven Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI FEA MARPE RESEARCH Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Rudisill MAT Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Mountaineer Sports Medicine Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Mountaineer Sports Medicine Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson NIS","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gender immune-related adverse events Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Gender immune-related adverse events Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Stellenbosch University Student Project Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Stellenbosch University Student Project Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson PPI discontinuation","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Prevalence of TBI in WV Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID_VaccineVsHospitalizations Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Prevalence of TBI in WV Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID_VaccineVsHospitalizations Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RE-COVID19 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI EPID711 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RE-COVID19 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI EPID711 Students","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI SOR Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tissue-Bank Share","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVCTSI Budgets Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVCTSI Budgets Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PatternFailureStageIVNon-SmallCellLungCancer Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PatternFailureStageIVNon-SmallCellLungCancer Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Inhaled Corticosteroid Prescribing Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Inhaled Corticosteroid Prescribing Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Drug Free Moms and Babies Project Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Drug Free Moms and Babies Project Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Silicosis screening Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Spinal Cord Stimulator Chart Review Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI CollectionofHumanBloodTissueWVUTissueBank Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Silicosis screening Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI HS Systems Environment Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Spinal Cord Stimulator Chart Review Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI CollectionofHumanBloodTissueWVUTissueBank Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI HSC Desktop","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson DeleriumCAM","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Stroke Alert List Pre-hospital Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Stroke Alert List Pre-hospital Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI RandomTrialCommBasedChronicPainSelfMgmtinWV Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HSC ITS VPN","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Research Storage Mapping Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC MS Office 2007","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVUH QGenda","HSC/HSC AD Groups/Applications","HS Users/HSC/HSC AD Groups/Applications"
"AMCAS","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Xtra Admin Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS-Keys Admin","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SCCM Application Testers","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix IE-HSC","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Health Affairs Research Parent","HSC/HSC AD Groups/Health Affairs Research","HS Users/HSC/HSC AD Groups/Health Affairs Research"
"sodorthoresidents","HSC/SOD/ORTHO","HS Users/HSC/SOD/ORTHO"
"HSC SOD All Students","HSC/SOD/SOD Students","HS Users/HSC/SOD/SOD Students"
"G110N-Minolta-C3110 Group","HSC/SOD","HS Users/HSC/SOD"
