"SamAccountName","SourceOU","TargetOU"
"WVCTSI Secure Pilots RW Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"HS CTSI VDI Research Files Upload Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"WVCTSI Business","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"HS CTSI VDI WV State COVID Modeling Group","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS DHHR Data Stewarts","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS DHHR Honest Broker","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS DHHR Project 1","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS DHHR Project 2","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS CTSI HPV Genotypes in West Virginia Group","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS CTSI Endocarditis Drug Use Group","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS CTSI Antibiotic Prophylaxis in Gynecologic Surgery Group","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"HS CTSI WVDHHR COVID","HSC/ADMIN/WVCTSI/CTSI Researchers","HS Users/HSC/ADMIN/WVCTSI/CTSI Researchers"
"WVCTSI Business Office Share","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"CPRC Printers with default","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"$WVUCPRC","HSC/ADMIN/WVCTSI/WVUCPRC","HS Users/HSC/ADMIN/WVCTSI/WVUCPRC"
"WVUCPRC","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"HS CTSI VDI FTP Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"HS CTSI VDI Admin Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"WVCTSI Group","HSC/ADMIN/WVCTSI/WVCTSI","HS Users/HSC/ADMIN/WVCTSI/WVCTSI"
"AnneFiles Share Group","HSC/ADMIN/WVCTSI","HS Users/HSC/ADMIN/WVCTSI"
"PO","HSC/ADMIN","HS Users/HSC/ADMIN"
"HSC Central Receiving","HSC/ADMIN/CENTREC","HS Users/HSC/ADMIN/CENTREC"
"CENTREC","HSC/ADMIN","HS Users/HSC/ADMIN"
"WVU_Center_Shared_Folder","HSC/ADMIN/ETHICS","HS Users/HSC/ADMIN/ETHICS"
"ETHICS","HSC/ADMIN","HS Users/HSC/ADMIN"
"PSI","HSC/ADMIN","HS Users/HSC/ADMIN"
"WVU Password Change","HSC/ADMIN","HS Users/HSC/ADMIN"
"ETRUcomputers","HSC/ADMIN/MDTV","HS Users/HSC/ADMIN/MDTV"
"SBI0","HSC/ADMIN/SBI/SBI","HS Users/HSC/ADMIN/SBI/SBI"
"sbi_shared","HSC/ADMIN/SBI","HS Users/HSC/ADMIN/SBI"
"HSTA Office Software","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"WEMBA","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"HSC HSTA Pcard 2015 LB Share","HSC/ADMIN/HSTA","HS Users/HSC/ADMIN/HSTA"
"HSTA","HSC/ADMIN","HS Users/HSC/ADMIN"
"SharedServices","HSC/ADMIN/SHAREDSERVICES","HS Users/HSC/ADMIN/SHAREDSERVICES"
"$SharedServices","HSC/ADMIN/SHAREDSERVICES","HS Users/HSC/ADMIN/SHAREDSERVICES"
"RCB","HSC/ADMIN","HS Users/HSC/ADMIN"
"MDTV Users","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"HSC Information Technology Services","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"2263-bizhub501 Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"Roth-Barnes Share","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ITS Intune Test Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"2250-hp4015x Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ISO My Docs Redirect","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"HSC Ghost Admins","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"2259-hp4350 Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"SCCM OSD Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"HSCPowerShellRead","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"HSCPowerShellWrite","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"HSC CM2012 Out of Band Management Controllers","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"HSC CM2012 DP Servers","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"HSC CM2012 Site Servers","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"HSC CM2012 IIS Servers","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"hs-its-ad-admins","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"SCCM Read Only","HSC/ADMIN/ITS/Network and Voice Services/Network Infrastructure","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Infrastructure"
"HSC CM2012 Enroll Mac Certificates","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"HSC SQL Admins Web Team","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"Resource Account Domain Admins","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"XIV Storage Admins","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"agmon-lab-test","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"HSC AD Connect","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"HSC MBAM Compliance and Audit Group RO","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"MBAMRUGrp","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"HSC MBAM Reporting RO","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"HSC MBAM Compliance and Audit Group RW","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"XIV RO Storage Admins","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"HS Backup Admins","HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Resource Accounts"
"Telephone TS Users","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"VDI Admins","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"QAD Test Group","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"HS Print Administrators","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"Horizon Cloud Users","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"Horizon Cloud Administrators","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"SCCM Full Admin","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"SCCM Read-Only Admin","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"HSC SharePoint Admins2","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"HS Group Policy Admins","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"MDM Test Group","HSC/ADMIN/ITS/Network and Voice Services/Network Systems","HS Users/HSC/ADMIN/ITS/Network and Voice Services/Network Systems"
"Grant A Group","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"Grant B Group","HSC/ADMIN/ITS/Network and Voice Services","HS Users/HSC/ADMIN/ITS/Network and Voice Services"
"Up To Date Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"Windows Training Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ID Finder Scan Files Share","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ITSWEB","HSC/ADMIN/ITS/Application and Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services"
"Application and Web Services Group","HSC/ADMIN/ITS/Application and Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services"
"Training and Consulting Services Group","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"HSC CBLC Staff","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"$Training and Consulting Services Group","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"Cblc","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"$GRADS","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services/GRADS","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services/GRADS"
"webdev","HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Training and Consulting Services"
"Database and Application Development Services Group","HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services"
"SOLE Managers","HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services"
"ITSWeb Elevated Accounts","HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services/Elevated Accounts","HS Users/HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services/Elevated Accounts"
"ATDB1 Editors","HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services"
"$Database and Application Development Services Group","HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Database and Application Development Services"
"Support Services","HSC/ADMIN/ITS/Application and Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services"
"Web Services Group","HSC/ADMIN/ITS/Application and Web Services/Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Web Services"
"$Web Services Group","HSC/ADMIN/ITS/Application and Web Services/Web Services","HS Users/HSC/ADMIN/ITS/Application and Web Services/Web Services"
"SCCM Application Deployment Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"MGMT","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ITS Management","HSC/ADMIN/ITS/MGMT","HS Users/HSC/ADMIN/ITS/MGMT"
"HSC ITS VDI P and P","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"$Support Services Group","HSC/ADMIN/ITS/Support Services","HS Users/HSC/ADMIN/ITS/Support Services"
"Classroom Technology Group","HSC/ADMIN/ITS/Support Services/Classroom Technology","HS Users/HSC/ADMIN/ITS/Support Services/Classroom Technology"
"HSC MDTV","HSC/ADMIN/ITS/Support Services/Classroom Technology","HS Users/HSC/ADMIN/ITS/Support Services/Classroom Technology"
"Classroom PC Admins","HSC/ADMIN/ITS/Support Services/Classroom Technology","HS Users/HSC/ADMIN/ITS/Support Services/Classroom Technology"
"Vidyo Admins","HSC/ADMIN/ITS/Support Services/Classroom Technology","HS Users/HSC/ADMIN/ITS/Support Services/Classroom Technology"
"G290-hpcp4025 Group","HSC/ADMIN/ITS/Support Services/Classroom Technology","HS Users/HSC/ADMIN/ITS/Support Services/Classroom Technology"
"HD SCCM Users","HSC/ADMIN/ITS/Support Services/Desktop Support","HS Users/HSC/ADMIN/ITS/Support Services/Desktop Support"
"Help Desk","HSC/ADMIN/ITS/Support Services/Desktop Support","HS Users/HSC/ADMIN/ITS/Support Services/Desktop Support"
"PasswordChange","HSC/ADMIN/ITS/Support Services/Desktop Support","HS Users/HSC/ADMIN/ITS/Support Services/Desktop Support"
"Collaboration RW group","HSC/ADMIN/ITS/Support Services/Desktop Support","HS Users/HSC/ADMIN/ITS/Support Services/Desktop Support"
"HSC Desktop Support Admins","HSC/ADMIN/ITS/Support Services/Desktop Support/ElevatedAccounts","HS Users/HSC/ADMIN/ITS/Support Services/Desktop Support/ElevatedAccounts"
"HSC ACTECH","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"ZFree Printer Admins","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"Citrix Client Group","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"FOIA","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"Security Services Group","HSC/ADMIN/ITS/Security Services","HS Users/HSC/ADMIN/ITS/Security Services"
"Security Officer Group","HSC/ADMIN/ITS/Security Services","HS Users/HSC/ADMIN/ITS/Security Services"
"HSC ISO","HSC/ADMIN/ITS","HS Users/HSC/ADMIN/ITS"
"Budget Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"$WVSTEPS","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WVSTEPS PDCI Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WV-Steps-Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"Data Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WVSTEPS Research","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"WVSTEPS Standardized Patient Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"Simlab-printer Group","HSC/ADMIN/WVSTEPS","HS Users/HSC/ADMIN/WVSTEPS"
"AHEC Shared folders","HSC/ADMIN/RURHEA","HS Users/HSC/ADMIN/RURHEA"
"SSERVICES","HSC/ADMIN","HS Users/HSC/ADMIN"
"GME Resident Database Share Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"GME Shared folder Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"SOM Sutdent Services File Share Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"SSxerox","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"Affiliation Agreements Database Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"2023 LCME Visit Prep Share Group","HSC/ADMIN/SSERVICES","HS Users/HSC/ADMIN/SSERVICES"
"LIB","HSC/ADMIN","HS Users/HSC/ADMIN"
"Paint Share Group","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"VP Facilities Folder RW Group","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"hp4700","HSC/ADMIN/VP","HS Users/HSC/ADMIN/VP"
"Web Library Group","HSC/ADMIN/CE","HS Users/HSC/ADMIN/CE"
"ADMIN0","HSC/ADMIN/ADMIN","HS Users/HSC/ADMIN/ADMIN"
"HSC AVP Budget Share","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"AVP","HSC/ADMIN","HS Users/HSC/ADMIN"
"budget0","HSC/ADMIN/AVP/budget","HS Users/HSC/ADMIN/AVP/budget"
"KB Inactive Files Group","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC Finance","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"HSC AVP","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"Business Office Folder","HSC/ADMIN/AVP","HS Users/HSC/ADMIN/AVP"
"CharPasswordChange","HSC/ADMIN","HS Users/HSC/ADMIN"
"datasets","HSC/ADMIN/CME","HS Users/HSC/ADMIN/CME"
"CME","HSC/ADMIN","HS Users/HSC/ADMIN"
"CME Share Group","HSC/ADMIN/CME","HS Users/HSC/ADMIN/CME"
"ALUMNI0","HSC/ADMIN/ALUMNI/ALUMNI","HS Users/HSC/ADMIN/ALUMNI/ALUMNI"
"Resgrad Post-Award Management Group","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"Resgrad Pre-Award Management Share","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"Resgrad Graduate Studies Folder Share Group","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"GRANTAPPS","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"RESGRAD","HSC/ADMIN","HS Users/HSC/ADMIN"
"CRC","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"HSC ResGrad Post-Award Management","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"HSC ResGrad Pre-Aware Management","HSC/ADMIN/RESGRAD","HS Users/HSC/ADMIN/RESGRAD"
"HSC Risk Management Group","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"Legal Riskmanagement File Share Group","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"Legal Traverse Share Grop","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"Legal Work File Share Group","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"lawyer moves","HSC/ADMIN/LEGAL","HS Users/HSC/ADMIN/LEGAL"
"LEGAL0","HSC/ADMIN/LEGAL/LEGAL","HS Users/HSC/ADMIN/LEGAL/LEGAL"
"ANIMQ","HSC/ADMIN","HS Users/HSC/ADMIN"
"Berry-Dunn Auditors","HSC/Guest Accounts","HS Users/HSC/Guest Accounts"
"HSC MobileIron Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Windows Updates Exceptions Computer Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVD EPIDEM Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"C8 Secure Share Database Only Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU-FSAP VDI-Titanium Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU N Drive","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSDP Share RW","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix SAS","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Redcap Data Request Review Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Migrated Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"3Cloud Vendors","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Admin Budget 2004 Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSDP Share RO","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix SPSS","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"TS Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Secure PC's","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU HSC General Counsel Share Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU HR SOD","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SPH Conditional Access Policy Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"ITS Web Infoblox","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"C8 Secure Admin","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC DUO MFA","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Camtasia Users Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVU-AD Default Workstation Domain","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Clarity VPN Access","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SON StudentServices Database Read","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Visio 2007","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"admin3","HSC/HSC AD Groups/admin","HS Users/HSC/HSC AD Groups/admin"
"FSAP Titanium Admins Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Clarity VDI Access","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Teaching Faculty","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Forcepoint Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS OMOP Access","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Visio 2007","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Visual Studio 2005","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS-Research Drive Mapping","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC VPN","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SharePoint Term Store Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix Grantman","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SON Conditional Access Policy Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Peds Printing","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVD Project Groups","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HAFFS WVD Pilot","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Sharepoint Site Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"MediaSiteLive","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Tableau Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"MS1","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Axium Admin Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Compliance Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Mirage Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Office 2013","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Apps-Library","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Grants Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SOP Conditional Access Policy Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SOP CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC SOM CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Opthalmology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC AVP CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC RNI CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"Physio CSC Group","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"CHSC Admin CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Neurosurgery CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Animal Quarters CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"CHSC CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC SPH CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Dentistry CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC ICRC CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Development CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC BRNI CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC CTRU CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC HSTA CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC CED CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC IOEH CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC WVUCPRC CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"Surgery Billing Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SGD Computer Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"legal","HSC/HSC AD Groups/Legal","HS Users/HSC/HSC AD Groups/Legal"
"Intune for International Travel","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Neat Drivers Share","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC SON StudentServices Database Full","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Admin Business Office","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVUH ACCPAC","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Software-MicrosoftTeams","HSC/HSC AD Groups/SCCM Applications-A","HS Users/HSC/HSC AD Groups/SCCM Applications-A"
"Software-DellCommandUpdate-F","HSC/HSC AD Groups/SCCM Applications","HS Users/HSC/HSC AD Groups/SCCM Applications"
